Job Number,Job Title,Institution,URL,payment,financial,transaction,customer,manage,trade,risk,platform,digital,technology,insurance,investment,market,bank,asset,economic,data,capital,regulatory,business,service,institution,equity,lending,user,automate,system,fund,identity,information,infrastructure,fintech,product,global,model,solution,crowdfunding,future,innovation,industry,network,contract,uncertainty,credit,development,attribute,loan,security,forum,cost,authentication,analytic,ledger,ecosystem,liquidity,intermediaries,process,legal,distributed,firm,online,experience,quantitative,loss,entity,revenue,settlement,operation,bitcoin,cloud,retail,blockchain,governance,bond,validation,share,project,cryptocurrency,wealth,fraud,venture,customization,diligence,order,algorithmic,collateral,liability,audit,framework,api,strategy,demand,developer,mobile,account,ai,license,sales,policy,tax
378,Wealth Management  Control Management  Control Program Team  Analyst,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/199362/Wealth-Management -Control-Management -Control-Program-Team--Analyst/,0,10,2,0,10,0,0,0,0,0,0,6,2,20,6,0,2,4,8,4,4,2,0,0,0,0,2,4,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,2,6,0,4,0,6,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0,8,8,0,0,0,0
442,VP  Data Scientist - Branch Lead Quality & Optimization,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/190241/VP -Data-Scientist-Branch-Lead-Quality-Optimization/,0,5,1,0,13,1,1,1,0,0,0,2,3,13,2,0,0,0,0,12,16,1,1,0,0,0,1,0,0,0,0,0,6,5,1,9,0,0,1,4,2,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,8,0,0
443,VP  Data Scientist - Branch Lead Quality & Optimization,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/190240/VP -Data-Scientist-Branch-Lead-Quality-Optimization/,0,5,1,0,13,1,1,1,0,0,0,2,3,14,2,0,0,0,0,12,14,1,1,0,0,0,1,0,0,0,0,0,7,5,1,12,0,0,1,5,2,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,9,0,0
444,VP  Data Scientist - Branch Lead Quality & Optimization,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/190239/VP -Data-Scientist-Branch-Lead-Quality-Optimization/,0,5,1,0,13,1,1,1,0,0,0,2,3,14,2,0,0,0,0,12,14,1,1,0,0,0,1,0,0,0,0,0,7,5,1,12,0,0,1,5,2,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,9,0,0
445,VP  Data Scientist,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/168618/VP -Data-Scientist/,0,5,1,0,13,1,1,1,0,0,0,2,3,14,2,0,0,0,0,12,14,1,1,0,0,0,1,0,0,0,0,0,7,5,1,12,0,0,1,5,2,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,9,0,0
446,VP  Data Scientist,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/175982/VP -Data-Scientist/,0,6,1,0,11,1,2,1,0,0,0,2,8,14,2,0,0,2,0,9,16,1,1,0,0,0,0,0,0,0,0,0,7,5,1,7,0,0,0,7,1,0,0,3,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,3,0,0
447,VP  Cybersecurity Playbook Advisor,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/198528/VP -Cybersecurity-Playbook-Advisor/,0,6,1,0,11,1,2,1,0,0,0,2,8,14,2,0,0,2,0,9,16,1,1,0,0,0,0,0,0,0,0,0,7,5,1,7,0,0,0,7,1,0,0,3,3,0,0,2,0,0,0,0,0,0,2,0,3,0,0,2,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,3,0,0
475,Vice President- Party Reference Data Product Hyderabad,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/200033/Vice-President-Party-Reference-Data-Product-Hyderabad/,4,5,1,1,7,1,0,2,0,0,0,2,1,12,2,0,0,1,0,4,11,1,1,0,0,0,0,0,0,0,0,0,7,5,1,12,0,0,1,4,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,3,0,1,3,1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,7,0,0
476,Vice President or Executive Director  Commercial Banker- Middle Market & Specialized Industries - Technology  Life Sciences and Emerging Growth Company Coverage -Toronto,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/155365/Vice-President-or-Executive-Director -Commercial-Banker-Middle-Market-Specialized-Industries-Technology -Life-Sciences-and-Emerging-Growth-Company-Coverage-Toronto/,4,5,1,1,7,1,0,2,0,0,0,2,1,12,2,0,0,1,0,4,11,1,1,0,0,0,0,0,0,0,0,0,7,5,1,12,0,0,1,4,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,3,0,1,3,1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,7,0,0
486,Vice President CTC- Liquidity Risk,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/201186/Vice-President-CTC-Liquidity-Risk/,0,4,1,0,9,0,0,0,0,0,0,8,3,29,1,0,0,1,1,6,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,1,0,0,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,3,0,0
549,User Experience (UX) Designer,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/186098/User-Experience-(UX)-Designer/,8,2,1,0,11,0,4,0,0,0,0,3,2,7,1,0,2,2,0,4,14,3,0,0,0,0,1,1,0,2,0,0,15,5,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,9,0,3,0,0,0,0,1,1,0,0,2,4,3,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,0,2,0,0
554,UI Software Engineer - React/AngularJS - Prime Brokerage,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/185099/UI-Software-Engineer-React-AngularJS-Prime-Brokerage/,0,6,1,1,9,1,0,1,0,0,0,2,2,10,2,0,0,1,0,1,10,1,1,0,0,0,0,0,0,0,0,0,6,5,2,14,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,4,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,0,8,0,0
587,Treasury Services- Data Product Specialist  Analyst/Associate,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/177561/Treasury-Services-Data-Product-Specialist -Analyst-Associate/,0,4,1,0,13,1,1,1,0,0,0,1,11,11,2,0,0,1,0,12,10,1,1,0,0,0,1,0,0,0,0,0,6,5,1,10,0,0,1,6,2,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,0,4,0,0
588,Treasury Services  Client Analytics  Data Visualization  Associate,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/201181/Treasury-Services--Client-Analytics--Data-Visualization--Associate/,0,4,1,0,13,1,1,1,0,0,0,1,11,11,2,0,0,1,0,12,9,1,1,0,0,0,1,0,0,0,0,0,6,5,1,13,0,0,1,6,2,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,0,4,0,0
1231,Technology for Social Good   CFG SH Youth Program Manager  India (Bengaluru) - Associate,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/196696/Technology-for-Social-Good--CFG-SH-Youth-Program-Manager--India-(Bengaluru)-Associate/,0,9,3,0,15,0,0,1,0,3,0,4,2,8,6,0,0,0,0,8,7,3,0,0,0,0,11,0,0,1,0,0,1,8,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,4,0,0,4,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,18,0,0,1,0
1232,Technology Data Management Project Lead  VP,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/199290/Technology-Data-Management-Project-Lead -VP/,0,9,3,0,15,0,0,1,0,3,0,4,2,8,6,0,0,0,0,8,7,3,0,0,0,0,11,0,0,1,0,0,1,8,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,4,0,0,4,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,18,0,0,1,0
1266,Technical Business Analyst - Associate - Glasgow,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/194867/Technical-Business-Analyst-Associate-Glasgow/,1,3,0,0,16,0,3,0,0,15,0,3,2,0,2,0,4,0,0,11,13,1,0,0,0,0,0,0,0,1,7,0,4,6,0,3,0,0,1,1,0,0,0,0,2,1,0,3,0,9,0,2,0,0,0,0,3,1,0,1,0,4,1,0,0,0,0,1,0,1,0,0,1,0,1,2,5,0,0,0,0,0,0,0,0,1,0,1,3,1,6,3,0,1,5,13,0,0,1,0
1401,Sr Home Lending Advisor - Broadway & 61st   NY,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/190442/Sr-Home-Lending-Advisor-Broadway-61st- -NY/,0,8,4,3,8,0,13,0,0,2,0,3,3,15,5,0,0,0,0,19,7,3,0,0,0,0,0,0,0,2,0,0,1,6,1,1,0,0,0,1,0,0,0,11,0,0,4,0,0,0,0,1,0,0,0,1,2,1,0,3,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,7,0,0,0,0
1831,Software Engineering_VP,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/198812/Software-Engineering_VP/,0,12,4,0,8,0,0,0,2,10,0,6,4,12,8,0,4,0,0,20,12,4,0,0,2,0,0,0,0,0,0,0,2,12,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,4,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0
1832,Software Engineering_VP,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/197568/Software-Engineering_VP/,0,12,4,0,8,0,0,0,2,10,0,6,4,12,8,0,4,0,0,20,12,4,0,0,2,0,0,0,0,0,0,0,2,12,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,4,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0
1833,Software Engineering_Java Developer,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/198872/Software-Engineering_Java-Developer/,0,12,4,0,8,0,0,0,2,10,0,6,4,12,8,0,4,0,0,20,12,4,0,0,2,0,0,0,0,0,0,0,2,12,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,4,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0
2602,Relationship Banker - Brentwood/Antioch/Pittsburg/Oakley/Discovery Bay  CA,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/170132/Relationship-Banker-Brentwood-Antioch-Pittsburg-Oakley-Discovery-Bay -CA/,1,2,0,0,16,0,3,0,1,11,0,5,1,10,1,0,6,2,0,3,4,3,0,0,0,1,0,0,0,0,1,0,5,5,0,9,0,0,3,2,0,0,0,0,5,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,9,0,0,0,0
2871,Private Client Banker - Houston South Central Market (Meyerland) - Houston  TX,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/193909/Private-Client-Banker-Houston-South-Central-Market-(Meyerland)-Houston -TX/,0,7,0,0,21,0,1,1,0,0,0,7,1,22,11,0,0,1,3,10,8,1,0,0,0,0,0,0,0,0,0,0,4,3,1,4,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,6,0,2,0,1
2995,Personal Banker - Beaverton - Tigard - Portland - Hillsboro - Cornelius  OR and Surrounding Areas,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/111820/Personal-Banker-Beaverton-Tigard-Portland-Hillsboro-Cornelius -OR-and-Surrounding-Areas/,0,1,0,1,10,1,4,0,0,1,0,3,8,19,4,0,0,2,0,9,8,0,1,5,0,0,0,0,0,0,0,0,8,1,1,6,0,1,0,3,5,0,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,11,0,2,0,0
2996,Personal Banker - Beaverton - Tigard - Portland - Hillsboro - Cornelius  OR and Surrounding Areas,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/111819/Personal-Banker-Beaverton-Tigard-Portland-Hillsboro-Cornelius -OR-and-Surrounding-Areas/,0,1,0,1,10,1,4,0,0,1,0,3,8,19,4,0,0,2,0,9,8,0,1,5,0,0,0,0,0,0,0,0,8,1,1,6,0,1,0,3,5,0,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,11,0,2,0,0
3114,MILITARY PATHWAYS ANALYST PROGRAM  CORPORATE  AUDIT ANALYST,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/193282/MILITARY-PATHWAYS-ANALYST-PROGRAM--CORPORATE--AUDIT-ANALYST/,0,10,2,0,18,0,8,2,0,0,2,4,0,18,6,0,0,0,0,12,26,4,0,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,10,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0
3115,Military Pathways Analyst Program  Asset Wealth Management   Investment Middle Office Analyst,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/189797/Military-Pathways-Analyst-Program--Asset-Wealth-Management--Investment-Middle-Office-Analyst/,0,10,2,0,18,0,8,2,0,0,2,4,0,18,6,0,0,0,0,12,26,4,0,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,10,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0
3158,Merchant Services - Payment Analytics Strategy & Solutions Associate,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/199179/Merchant-Services-Payment-Analytics-Strategy-Solutions-Associate/,0,5,1,0,25,1,1,1,0,0,0,21,0,8,11,0,0,0,4,15,4,4,1,0,0,0,0,6,0,1,0,0,4,4,0,8,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,12,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
3159,Merchant Services - Operations Architecture - Boarding and Implementation Manager,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/175868/Merchant-Services-Operations-Architecture-Boarding-and-Implementation-Manager/,0,5,1,0,25,1,1,1,0,0,0,21,0,8,11,0,0,0,4,15,4,4,1,0,0,0,0,6,0,1,0,0,4,4,0,8,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,12,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
3160,Merchant Services- Operations Architecture: Account Servicing Manager- Vice President,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/188982/Merchant-Services-Operations-Architecture-Account-Servicing-Manager-Vice-President/,0,5,1,0,25,1,1,1,0,0,0,21,0,8,11,0,0,0,4,15,4,4,1,0,0,0,0,6,0,1,0,0,4,4,0,8,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,12,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
3717,Infrastructure Support Administrator - HP-Unix/Linux,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/200608/Infrastructure-Support-Administrator-HP-Unix-Linux/,0,0,1,0,15,0,5,0,0,0,0,0,0,2,0,0,1,0,3,4,18,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,9,0,0,4,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1,10,0,0,0,1
3736,Infrastructure Engineering - Devops Engineer,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/181030/Infrastructure-Engineering-Devops-Engineer/,0,9,0,28,5,0,0,0,0,0,0,1,1,18,0,5,0,0,0,20,6,1,5,11,0,1,8,4,0,25,0,0,11,0,0,8,0,0,0,1,0,1,0,4,1,0,11,0,0,0,0,0,0,0,0,0,12,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,21,0,4,0,0
3769,Infrastructure Developer Mgr - Network Services,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/190380/Infrastructure-Developer-Mgr-Network-Services/,1,4,0,6,23,0,4,1,0,16,0,1,0,0,0,0,3,0,0,6,22,1,0,0,3,0,0,2,0,0,3,0,18,7,0,5,0,0,1,2,1,0,0,0,4,1,0,2,0,1,0,0,0,0,0,0,4,0,1,0,0,12,0,0,0,0,0,5,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,2,1,2,0,0,0,0
3770,Infrastructure Developer Mgr - Network Services,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/190379/Infrastructure-Developer-Mgr-Network-Services/,1,4,0,6,23,0,4,1,0,16,0,1,0,0,0,0,3,0,0,6,22,1,0,0,3,0,0,2,0,0,3,0,18,7,0,5,0,0,1,2,1,0,0,0,4,1,0,2,0,1,0,0,0,0,0,0,4,0,1,0,0,12,0,0,0,0,0,5,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,2,1,2,0,0,0,0
3788,Infrastructure Developer (Splunk) - Vice President,JP Morgan,https://jobs.jpmorganchase.com/ShowJob/Id/187759/Infrastructure-Developer-(Splunk)-Vice-President/,0,9,2,0,14,0,6,0,0,2,0,3,2,6,4,0,1,0,0,14,7,2,0,0,0,0,0,0,0,1,0,0,1,9,0,7,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,3,4,0,5,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,8,0,0,0,0
