,Url,Job Title,Post Date,Job Type,Location,Experience,Job_Desciption
58,https://careers.huntington.com/en-US/job/J3N1H16YSHQ7JRYVD52,Outbound Sales Team Lead ,2/2/2019,Full-Time,Columbus,Not Specified,"
Job Description
As an Outbound Sales Team Lead, You will lead the day to day operations of colleagues that place outbound calls based on leads and completes the sale of products and/or services with the objective of extending contact to sell new or additional products and services. Ensures the volume of work produced meeting or exceeding product/service and quality standards for the department and Bank. Document policies and procedures to improve the sales process for Outbound Bankers. Develop Mentors and create training for new and existing team members. Administrate reporting and work with management to develop team goals and improvements.DETAILED DESCRIPTION:As an outbound sales team lead, you would be responsible for working with the outbound sales bankers ensuring that goals and responsibilities are met.Strong focus on sales supportAbility to learn and understand multiple systems to partner with additional channels of the bankDemonstrates high energy, initiative and ability to consistently meet specific goalsMaintains up to date knowledge of products, services, technology and regulationsJob duties will include support of overall Phone Bank initiativesWork with Leadership Team on the strategic vision of the departmentWill support all 3 outbound sales teams -- 1 in Akron, 2 in ColumbusStrong understanding of building reports/contest administration, etc.Facilitating the sales process through reporting gamification, etc.Building and administering sales contests for outbound sales bankers.Demonstrates the ability to build reports using Microsoft ExcelAssist managers in coaching through creation of dynamic reporting and evaluation of team performance.REQUIRED QUALIFICATIONS:High School Diploma or GED requiredMinimum 1year Sales Administration/ Sales Support Experience or equivalency requiredPREFERRED QUALIFICATIONS:Bachelor's degree preferredStrong Knowledge and comfort working with Microsoft Office applications including ExcelRelated financial product experience beneficialOutbound call experience preferredMust possess excellent oral and written communicationMust have a disciplined approach to time managementAbility to work autonomously, yet as a team when needed and be a fit for the cultureAbility to interact with all levels of the organizationOTHER RELEVANT INFORMATION:Monday - Thursday 9:00am -- 6:00pm, Friday 9:00am -- 3:00pm, OFF WEEKENDSFull Time -- Rarely work over 40 hours/week EEO/AA Employer/Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity Tobacco-Free Hiring Practice: Visit Huntington's Career Web Site for more details. Huntington does not accept solicitation from Third Party Recruiters for any position.
"
59,https://careers.huntington.com/en-US/job/J3V5TS6RYYHQG0SXY47,Senior Business Data Analyst ,2/2/2019,Full-Time,Bloomfield Hills,Not Specified,"
Job Description
HTF Senior Business Data AnalystThe HTF Reporting & Analytics team is looking for a high-energy and innovative team member to work with us on using advanced data analytics techniques to help drive strategy and grow our business. The candidate will also help with the discovery, design and implementation of modern analytical tools, data mining public data for market analysis and help with the development of an EDW/Data Lake. We are looking to make data more accessible and understandable to allow for more data driven decision making and to use data to improve all areas of our organization. We are looking for candidates with a track record of successfully using data and analytic techniques to improve business. The ideal candidate will be a self-starter willing to work independently and go where the data leads!Role and Responsibilities:Help develop statistical and predictive models to drive decisions, grow business and create strategiesBuild models on customer behaviors, sales forecasts, market analysis, costing and moreData Mining publically available data to help build and develop market research and sales strategiesProvides recommendations and serves as advocate on tools, templates and processes for business optimization.Continuous refinement and improvement of reports, dashboards, models and processesData mining, report development, dashboard and visualization creationDiscovery, development and implementation of analytics platform(s)Working with technical teams to create data flows and pipelines to provide readily available data for real time analyticsAd-hoc reporting/data analysis requestsRequirementsExperience creating statistical and/or predictive models used to drive decision makingProven ability to find insights in data and use them to improve business operations and drive decisionsAbility to use data to answer complex business questions and provide recommendations with your insightsExperience using data visualization best practices to explain trends in complex data setsAbility to simplify and explain complex data to stakeholders throughout the organizationExperience working with technical teams to develop data flows, data pipelines and API creation to ensure data is readily available for analysisExperience with deployment of self-serve analytics tools throughout an organization preferredAdvanced MS Excel skills required, advanced MS Access skills preferredIntermediate to advanced SQL programming skillsWorking knowledge of statistical software like R or Python is preferredExperience with BI Platforms such as but not limited to Tableau or Power BI is preferredStrong understanding of data modeling, database structure and database developmentBachelor's degree in fields such as Data Analytics, Statistics, Economics, Information Technology or Business (Advanced degree preferred) EEO/AA Employer/Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity Tobacco-Free Hiring Practice: Visit Huntington's Career Web Site for more details. Huntington does not accept solicitation from Third Party Recruiters for any position.
"
60,https://careers.huntington.com/en-US/job/J3V30D783BRTD1FXVQ0,Enterprise Data Services Demand and Project Management Lead ,2/2/2019,Full-Time,Columbus,Not Specified,"
Job Description
Brief Description: Huntington Bank is looking for a Demand and Project Management Lead for the Enterprise Data organization led by the Chief Data and Architecture Officer (CDAO). In this role, you will report to the Enterprise Data Services Governance Leader and assist in building and managing a team. If you consider data as a strategic asset, evangelize the value of good data and insights, are an experienced thought-leader in project management, have deep understanding of leading projects, reporting status, effectively communicating to all levels of leadership, and love building teams and mentoring talent, this role is for you.Detailed Description:The Enterprise Data Services Demand and Project Management Lead will be responsible for managing projects and strategic programs for the office of the CDAO and cross functional efforts. As part of the Enterprise Data Services group this resource will oversee multiple projects with limited supervision, interface with all areas affected by the project including project and business stakeholders, vendors, and system support teams. This individual will work with the various teams to segment program and project objectives into manageable work efforts and collaborate with program and project stakeholders and team members to verify projects are properly documented, prioritized, and executed to address project requirements. This role will set milestones and effectively coordinate activities of the team to effectively and efficiently deliver on objectives. This role will also develop and lead the delivery of the critical programs/projects in portfolio. Position requirements include:* Assist in building and managing a team to lead the EDS project management office via a tight partnership with technology (data teams and CIOs), the office of the CDAO, business support units, and other key stakeholders.* Provide cross functional project management leadership and support through all project lifecycle phases from intake operations and through implementation (where applicable) and maintenance and change management activities.* Provide leadership in managing multiple and large scale high-risk projects.* Manages the critical day-to-day operational elements of assigned projects including:* Project objectives, financials, scope, quality, schedule, resourcing, vendor management, dependencies, risks, status reporting, and stakeholder engagements* Verifies projects are completed on time and within budget and that IT governance is followed.* Works with business segment manager(s) and project sponsors to establish the project scope, deliverables, budget, and schedule.* Communicate with Executive Management and other project stakeholders regarding project statusBasic Qualifications:* Bachelor's degree* Minimum of five years of project management experiencePreferred Qualifications:* Master's degree preferred* Experience with ServiceNow project tracking software* Knowledge of creating and tracking project schedules in Microsoft Project* Experience with managing data related programs* Experience with project management processes and standards* Bachelor's degree in computer science, business administration or related discipline with an information technology or equivalent and extensive related IT Technical or Customer Support experience.* High degree of professional confidence and credibility with the presence and communication skills to represent IT-related concepts effectively to operational and technical stakeholders.* Adaptability; self-starter; team player; quality minded; focused; committed; able to work independently.* Well-developed negotiation, influencing, and partnership skills* Excellent written and verbal communication skills* Business outcome focused EEO/AA Employer/Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity Tobacco-Free Hiring Practice: Visit Huntington's Career Web Site for more details. Huntington does not accept solicitation from Third Party Recruiters for any position.
"
61,https://careers.huntington.com/en-US/job/J3V60V689MT1LQ6C7ND,Senior COBOL Developer ,2/2/2019,Full-Time,Columbus,Not Specified,"
Job Description
Brief Description:Seeking senior COBOL developer supporting our Customer Master Data application built upon a CICS/DB2 infrastructure. Performs the technical design and development of complex application systems changes in a Mainframe Environment.Detailed Description:Analyzes, estimates and defines project tasks.Creates and may review unit and test plans.Identifies opportunities to improve testing process.Performs and/or leads design, coding, testing, implementation, and documentation of solution.Develops basic and detailed program specifications.Ensures that expected application performance levels are achieved.Designs, codes, tests, debugs, documents, maintains, and modifies computer programs of high complexity, significance, and risk.Investigate, analyze, and resolve complex technical problems.Identifies and manages interfaces, service levels, standards, and configurations.Provide 24X7 Support on a rotational basis. Monitors operating efficiency of existing application systems.Proactively identifies opportunities for improvement and recommends technical solutions.Demonstrates good understanding of the business needs driving the projects.Basic Qualifications:Bachelor's degree.Min 5 years of experience in software development in COBOL, IBM DB2, CICS, JCLPreferred Qualifications:Banking and Customer Master Data Management a plusExcellent communication and interpersonal skills EEO/AA Employer/Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity Tobacco-Free Hiring Practice: Visit Huntington's Career Web Site for more details. Huntington does not accept solicitation from Third Party Recruiters for any position.
"
62,https://careers.huntington.com/en-US/job/J3M06T6JCZTWQZQHTRV,Wealth and Investment Relationship Manager ,2/2/2019,Full-Time,Columbus,Not Specified,"
Job Description
Responsible for the complete administration of assigned Wealth & Investment accounts of moderate to high complexity including trusts, estates and agencies. Provides operating instructions and procedures to Trust support staff to ensure appropriate handling of account relationships. Coordinates administrative functions with internal and external parties with a defined interest in any aspect of the trust relationship. Responsible for developing new relationships, retaining existing customers, and cross-selling to gather additional assets to expand customer relationships. Works to maintain strong relationships with centers of influence including attorneys, accountants, insurance agents, and financial planners. May be appointed to serve on internal trust committees as assigned by management. Key OCR position: builds strong relationships across all business segments.​Basic Qualifications:Bachelor's Degree3 or more years of experience in Trust Administration EEO/AA Employer/Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity Tobacco-Free Hiring Practice: Visit Huntington's Career Web Site for more details. Huntington does not accept solicitation from Third Party Recruiters for any position.
"
63,https://careers.huntington.com/en-US/job/J3P899653SC52NNVR9K,Advanced Life Sales Executive ,2/1/2019,Full-Time,Bloomfield Hills,Not Specified,"
Job Description
Huntington Insurance, Inc. is a $70 million revenue full service Independent Agency wholly owned by Huntington Bancshares. The organization's 375 agents and staff partner with bank colleagues across Huntington to deliver Risk Management solutions to businesses, business owners, and consumers. We work with both Bank and Non-bank clients to provide a full range of consulting and insurance products solutions through the nation's leading insurance companies. Commercial lines sales and expertise includes both property & casualty and employee benefits consulting. Personal lines sales and expertise includes auto, home, umbrella, boat, motorcycle, valuable personal property and individual health. Advanced Life Insurance focuses on high-net-worth individuals with business succession and estate planning needs.Insurance Sales Executive Sr. -- Our Insurance team is growing! This is a commissioned sales position, with high income potential, requiring effective sales consulting and communication skills with a solid understanding of advanced life insurance solutions. We offer a three year income transition plan to get you off to a strong start. Must be capable of pursuing and closing sales in advanced life.Detailed Description:Develop profitable relationships with new prospects and existing clients.Cultivate and maintain professional relationships with internal and external sources to identify potential customers for advanced life insurance products and services.Develop marketing plans within the framework and direction of management, implement sales and prospecting activity as a follow up on marketing plans.Develop new and renewal business, team based strategies, with appropriate support staff.Adhere to the calendar year sales and marketing plan mutually agreed to and monitored by Huntington Insurance.Build relationships with bank partners for cross sell opportunities.Promote all Huntington Insurance and Banking product lines.Provide direction and leadership to service team, as well as, participate in ongoing education for the service team.Attend all sales meetings, sales strategy sessions and company functions as required.Maintain all applicable licenses and continuing education.Basic Qualifications:Bachelor's Degree required or 7 years applicable sales experience.A valid Health and Life Insurance licenseSeries 6 & 63 preferredMinimum of 5 years of experience in advanced life insurance solutions EEO/AA Employer/Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity Tobacco-Free Hiring Practice: Visit Huntington's Career Web Site for more details. Huntington does not accept solicitation from Third Party Recruiters for any position.
"
64,https://careers.huntington.com/en-US/job/J3R1TW65JTGKDKR2TRK,Data Architect ,2/1/2019,Full-Time,Columbus,Not Specified,"
Job Description
Brief Description:Chief Data and Architecture Office is looking for an outstanding candidate to join the Data Capabilities team. This Enterprise group focuses on the development, testing, deployment and maintenance of data capabilities that support exploration, visualization, statistical analysis, and business metrics reporting.Detailed Description:* Design and manage analytical data infrastructure across the organization.* Develop, update, and maintain code to meet the changing requirements of the business.* Respond to internal client inquiries and troubleshoot any issues with the data platform.* Ensure best-in-class quality across data sourcing, profiling, standardization, mapping, validation, documentation.* Plan and execute multiple analytic projects at once.Basic Qualifications:* Bachelor's degree * Min 5 years of work experience in ETL, Data Mining, Data Analysis, or Data Base Build activities which includes: a) min 1 year of experience with SQL programming and large database applications such as Oracle, DB2, SQL Server, or Hadoop; b) Min 1 year of data mining / statistical analysis experience with tools such as SAS or SPSS.Preferred Qualifications: * Ability to plan, scope, and provide estimates for work effort, producing quality deliverables on time and on budget.* Bachelor's Degree in Information Technology, Data Sciences, Management Information Systems, Decision Sciences, Statistics, Engineering, or Economics preferred* Excellent written and verbal communication skills with a proven ability to interact effectively across all organizational levels.* Work effectively in teams as well as independently across multiple tasks while meeting aggressive timelines.* Experience working in a consumer-centric company and with teams of technical professionals in a cross-functional environment.* Ability to embrace change, constructively negotiate constraints, and effectively leverage resources to create exceptional outcomes. Consistently model and inspire high levels of professional demeanor and integrity.* Experience financial services, retail, healthcare, telecommunications, and entertainment industries.* Experience with Microsoft Word, PowerPoint, and Excel.* Experience with ETL or database programming.* Strong experience with business intelligence and data mining tools such as Microstrategy, Tableau and SAS Enterprise Guide/Miner.* Experience with ETL tools IBM DataStage, RedPoint Data Manager or Talend* Experience developing and applying statistical or machine learning methods in a corporate environment through applications such as SAS, SPSS, S, S-PLUS, or R. EEO/AA Employer/Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity Tobacco-Free Hiring Practice: Visit Huntington's Career Web Site for more details. Huntington does not accept solicitation from Third Party Recruiters for any position.
"
65,https://careers.huntington.com/en-US/job/J3R4CN6WRKCLXWGKMCY,Insurance Account Relationship Representative ,2/1/2019,Full-Time,Columbus,Not Specified,"
Job Description
Account Relationship Representative -- In this dynamic position, located at our Corporate Insurance headquarters in downtown Columbus, you will possess a strong understanding of personal insurance product knowledge and technical expertise. The selected individual will exercise judgment and act independently to provide service to a designated book of business. You will need to prioritize and respond quickly in a fast paced environment.Responsibilities in this role are:Representing Huntington Insurance as a product expert by staying current with industry changes, trends and opportunities.Maintaining and developing product line knowledge through educational opportunities.Acting as a resource for continuous improvement initiatives.Adhering to agency service standards and timelines.Utilizing agency technology and software applications including agency management systems, document management systems and workflows.Responding to internal and external client related inquiries in a timely mannerTaking ownership to provide problem resolution and respond to customer inquiries in a timely manner.Coordinating and communicating client service needs, directing and assisting team members as needed.Requesting coverage changes and amendments.Retention is a key focus.Providing support to our Sales Operation.Basic Qualifications:High School Diploma or GED required.A minimum of 2 years of personal insurance experience required.A Property & Casualty Insurance License is required.Preferred Qualifications:Proven track record of successful customer service experience.Excellent verbal and written communication skills.Intermediate proficiency of Microsoft Word & Excel EEO/AA Employer/Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity Tobacco-Free Hiring Practice: Visit Huntington's Career Web Site for more details. Huntington does not accept solicitation from Third Party Recruiters for any position.
"
66,https://careers.huntington.com/en-US/job/J3V5SK6D4CRVBVVHG53,Modeling Analyst ,2/1/2019,Full-Time,Columbus,Not Specified,"
Job Description
Description The Model Management and Optimization team within BSA Operations is primarily responsible for the development and maintenance of all analytical models used for BSA/AML compliance. In addition to continuously improving Customer Risk Management and Transaction Monitoring models, MMO is also responsible for business intelligence functions such as ongoing model performance metrics (effectiveness), customer behavior and transaction channel monitoring, operational forecasting, key performance and risk indicator monitoring, data integrity control monitoring, and development of next-generation analytical models. MMO develops and maintains user tools for other BSA Operations teams to assist in alert review or KPI tracking. Through these responsibilities, MMO works closely with Information Technology, Model Risk Management, Segment Risk, Internal Audit, product groups, and lines of business.The Modeling Analyst will participate in the development of models and techniques to facilitate MMO's model development and maintenance. As part of this role, the Modeling Analyst will:Participate in the development and tuning of models using data mining and SAS/SQL queries in support of process optimization, solving and testing for various solutions;Perform statistical/analytical analysis, root cause analysis, data mining, business intelligence, visual analytics/visualization in support of BSA/AML operations;Write effective documentation of model development and tuning to meet standards set by the model governance group;Work with the internal partners to implement models within a framework to allow most efficient and effective use of models for BSA/AML purposes;Analyze current systems and processes to identify potential improvements or enhancements;Stay current with technical enhancements, methodologies, statistical and analytical techniques and trends related to model management and development;Research, understand, and implement next-generation analytical capabilities to MMO's core functions.Basic Qualifications:Bachelor's Degree in a quantitative background (analytics, statistics)1 or more years of modeling experience that may be a combination of work experience and/or project work during education.Preferred Qualifications:Master's DegreeExperience working with statistical/analytical modeling platforms (SAS, SQL, R, Python, etc.) and building statistical/analytical models.Strong database skills, including working with advanced data sets, pivot tables, advanced database, and statistical functions and methods.Strong ability to identify potential concerns, analyze and solve problems; ability to work effectively and independently to resolve such issues.Work well with others yet willing to offer a point of view that may be contrary to conventional wisdom.Excellent PC software skills including all Microsoft Office Products.Strong organizational skills with attention to detail.Ability to multi-task. EEO/AA Employer/Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity Tobacco-Free Hiring Practice: Visit Huntington's Career Web Site for more details. Huntington does not accept solicitation from Third Party Recruiters for any position.
"
67,https://careers.huntington.com/en-US/job/J3S0Y66WWYZNPCYKWFZ,Retail Relationship Manager ,2/1/2019,Full-Time,Westwood,Not Specified,"
Job Description
Auto Finance Sales Rep -- Boston South & RI . Develops and maintains profitable, quality indirect lending relationships with automobile dealers in the Boston/South & RI markets. This can be a remotely based position working from home located within the footprint of the Boston South market.Provide a full array of Auto Finance related products and services.Responsibilities include dealer sales, service and the training of dealership staff.Maintains and develops business by identifying new opportunities and demonstrating value to customers, which requires a thorough knowledge of bank and competitor products.Manages and maintains reporting requirements for client relationships.Maintains overall market knowledge of auto industry and local competition.Promote Huntington's value proposition of local sales and service.Basic Qualifications:High School Diploma or equivalentMinimum of 5 years of auto finance sales experience in the Boston South market requiredPreferred :Bachelor's degree preferredKnowledge of and experience with assigned territory dealerships and management staff strongly preferredStrong verbal and written communication skillsStrong negotiation skillsProficiency with Microsoft Office Word and ExcelMust be comfortable using specialized platform software (i.e. Salesforce, Dealer Track, Route 1, etc.) EEO/AA Employer/Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity Tobacco-Free Hiring Practice: Visit Huntington's Career Web Site for more details. Huntington does not accept solicitation from Third Party Recruiters for any position.
"
68,https://careers.huntington.com/en-US/job/J3Q6C46773WW3DRMQYC,Data Technology Director ,2/1/2019,Full-Time,Columbus,Not Specified,"
Job Description
Data Technology DirectorJob Description:Huntington Bank is looking for a key leader in our Data Technology organization. In this role you will lead a group of teams dedicated to pushing the limits of continuous improvement and innovation using data as a lever. As the Director of Data Technology, you will report to the CIO/SVP, and work closely with the Chief Data & Architecture Office to influence the business and technology strategies for our long-term data strategy and vision for the company. If you consider data as a strategic asset, evangelize the value of good data and insights, have deep understanding of data governance, are a thought-leader in data and analytics technology, and love building teams and mentoring talent, this role is for you.You will be responsible for strategic and tactical delivery, including maintaining legacy functionality, while moving to next-generation capabilities -- across the entire data ecosystem and lifecycle. You will partner with key leaders in business and technology, defining strategic roadmaps, leading architectural direction, and supporting investment decisions for data programs. The organization you build will include shared services (project management, demand management, business analysis), enterprise (governance, architecture), delivery (ingestion, warehousing, engineering, information delivery), data programs (master data management), and operations (support, infrastructure) capabilities.Key Responsibilities:Enabling the effective delivery of business value through data, reports, analytics and insight products across the organization, in close partnership with the CDAO; Delivering high-impact data products and programs for complex organizations and processes, including transformation of data ecosystem, lifecycle and processesEngaging senior business and technology leadership to help them understand the role of data technology & CDAO, engage them on the overall strategy, manage expectations, and provide creative thought leadership and insights; Participate as a key member of the data governance and advisory council, supporting the CDAO data governance and management operating modelProviding thought-leadership for innovating toward the next evolution of delivering data products, including agile approaches, leveraging 'big data', cloud platforms and services, advanced analytics, data science and machine learning/artificial intelligenceSupporting the strategic goals of the CIO and CDAO, including alignment with strategic capabilities, target architectures & technology standards; Leading the definition and execution of a roadmap to deliver a target state supporting business and enterprise goalsManaging demand and delivery of tactical and strategic projects that maintain current service levels and address ad-hoc needs, while transitioning to future state; Leading enterprise maturity in data governance, quality and accessibility - while promoting a risk-aware culture, ensuring efficient and effective risk and compliance management practices by adhering to required standards and processesPlanning and management of the financials and performance of data programs and projects; Managing a $20M+ operating budget (capital and operational expenditures) efficiently and effectively; Defining and building out an effective and high-performing organizational structure of approximately 50 FTEs, and approximately 120 on-/off-shore consultants and contractorsWorking with vendors and external partners to deliver functionality and support capability development; Maintenance of high-performing data ecosystem including the retirement of legacy systems and build-out of next-generation data platformsBasic Qualifications:Bachelor's degree or military experience in related field (preferably computer science/management information systems)10+ years of experience in a Technology Leadership position7+ years of experience in data warehousing / analytics3+ years of Business Intelligence/analytics experience3+ years in financial services, specifically data solutions and governance3+ years leading data strategy, architecture and execution projectsPreferred Qualifications:Strong organizational skills with a demonstrated ability to plan and prioritize work, manage supply & demand, and build high performing teamsProven ability to define and deliver against a strategic roadmap, specifically in the data domain with in-depth understanding of the business strategy to be supportedStrong communication and influencing skills - with demonstrated experience of actions put into place based on presentation to business & technology executives (Director of Technology, CTO, COO, CIO, Business Division Leads)Master's Degree in Computer Science or Information SystemsAt least 7 years of business data analysis, and business glossary definitionAt least 3 years of hands-on experience in data architecture and engineeringExperience in Consumer/retail and commercial/business banking -- branch and digital (online/direct) bankingExperience with Master Data Management, meta-data management, data lineage, data quality processes and controlsExperience with SDLC, waterfall and agile delivery; DevOps and data solution testing including CI/CD, and data infrastructure including cloudExperience with architecting batch and real-time data infrastructures, including data lakes, operational data stores, enterprise data warehouses, data marts and analytical cubesExperience with security, performance, availability, environment configurationExperience with business intelligence, visualization, self-service dashboards, advanced analyticsExperience with banking data models and financial services (fintech) systemsExperience with APIs, microservices, ETL, batch, and database integrationExperience with the following technologies: IBM Infosphere (including Governance, PDOA, MDM, DataStage,) DB2, Oracle, Hortonworks, Spark, Snowflake, Kafka, Flume, Sqoop, Informatica, MicroStrategy, Tableau, SalesForce, SASExperience with Java, Scala, Python, R, SQL, MDX EEO/AA Employer/Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity Tobacco-Free Hiring Practice: Visit Huntington's Career Web Site for more details. Huntington does not accept solicitation from Third Party Recruiters for any position.
"
69,https://careers.huntington.com/en-US/job/J3S7YS5YV3D4G6L30F3,Computer Forensic Analyst ,2/1/2019,Full-Time,Columbus,Not Specified,"
Job Description
Detailed Description:* Responsible for collecting, preserving and analyzing data in support of Legal, Corporate Security, and Human Resources in support of litigation requirements and investigations. * In addition, assists with the operational management of tools and processes which includes the monitoring of management consoles for threat activity, coordination of responses to those threats, creation of processes for response to issues and assignment of tasks to other team members to remediate the issues. * Seeking a candidate with a passionate focus on team partnership to provide optimal services and solutions based upon business requirements.Basic Qualifications:* Bachelor's Degree* Min 3 yrs of experience conducting investigations and/or performing eDiscovery and forensics workPreferred Qualifications:* This position requires a highly motivated, teamwork and communication oriented individual with strong accountability to embrace our corporate vision and values, and reflect our associate guidelines of ""Simply the Best"" service. EEO/AA Employer/Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity Tobacco-Free Hiring Practice: Visit Huntington's Career Web Site for more details. Huntington does not accept solicitation from Third Party Recruiters for any position.
"
70,https://careers.huntington.com/en-US/job/J3P7GK6FPK8PFGJJWXL,Senior Project Manager ,2/1/2019,Full-Time,Columbus,Not Specified,"
Job Description
Brief Description:The Sr. Project Manager will be responsible for managing high priority projects a/or strategic programs for the Consumer Lending & Capital Management IT business unit. As part of the Consumer Lending PMO group this resource will oversee multiple projects with limited supervision, interface with all areas affected by the project including project/business stakeholders, vendors, and system support teams. Work with team to segment program/project objectives into manageable work efforts and collaborate with program/project stakeholders and program/project team members to ensure projects are documented, prioritized and executed to address program/project requirements. Set milestones and effectively coordinate activities of team to deliver on objectives. Develop and lead the delivery of the critical programs/projects in portfolio.Detailed Description:Provide leadership in managing multiple and/or large scale high-risk projects.Manages the critical day-to-day operational elements of assigned projects including: project objectives, financials, scope, quality, schedule, resourcing, vendor management, dependencies, risks, status reporting, and stakeholder engagementsEnsures projects are completed on time and within budget and that IT governance is followed.Works with business segment manager(s) and program/project sponsors to establish the project scope, deliverables, budget and schedule.Communicate with Executive Management and other project stakeholders regarding project statusFocus on meeting customer needs and satisfaction by managing commitments, including communications with sponsors, stakeholders, and management, including senior leaders and executivesBasic Qualifications:Bachelor's DegreeMin 5 years of IT Project Management experience. Preferred Qualifications:Knowledge of creating and tracking project schedules in Microsoft Project;Experience with project management processes and standardsBachelor's degree in computer science, business administration or related discipline with an information technology or equivalent and extensive related IT Technical or Customer Support experience.High degree of professional confidence and credibility with the presence and communication skills to represent IT-related concepts effectively.Adaptability; self-starter; team player; quality minded; focused; committed; able to work independently. EEO/AA Employer/Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity Tobacco-Free Hiring Practice: Visit Huntington's Career Web Site for more details. Huntington does not accept solicitation from Third Party Recruiters for any position.
"
71,https://careers.huntington.com/en-US/job/J3Q00W5YD7ZT49G8VN0,Regional Credit Admin Manager ,2/1/2019,Full-Time,Pittsburgh,Not Specified,"
Job Description
Regional Credit Admin ManagerJob Description:Oversees credit approval, administration, and review activities for a business line or geographic region.Establishes, implements and manages administrative and review systems and procedures to protect the quality and profitability of the loan portfolio.Manages credit structuring and negotiation strategy discussions with officer/business unit.Analyzes, underwrites and approves/disapproves credit request exceeding line/regional approval limits.Identifies potential problem credits and works with loan workout specialist to restructure credits and/or minimize risk for loss.Advises staff, officers and/or business units on the company's overall lending policies.Basic Qualifications:Bachelor's Degree in business or economics10+ years of experience C&I portfolio management or credit administrationPreferred Qualifications:Ability to resolve issues and drive performanceExcellent time management and organizational skillsExcellent client management skillsInteract professionally and effectively with clients, business partners, and peers at all levelsGoal-orientedWell-developed verbal and written communication skillsCritical thinking, problem solving, and analytical abilityResourceful EEO/AA Employer/Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity Tobacco-Free Hiring Practice: Visit Huntington's Career Web Site for more details. Huntington does not accept solicitation from Third Party Recruiters for any position.
"
72,https://careers.huntington.com/en-US/job/J3S1K86NKQ8RTQZ4KJG,Consumer Loan Originator ,1/31/2019,Full-Time,Columbus,Not Specified,"
Job Description
As a Consumer Loan Originator, you're more than just a financial resource for our existing customers; you're their partner in creating a brighter future. Huntington has an extremely loyal customer base, a reputable standing in the community and far-reaching brand awareness. You'll be working in a fast-paced and exciting professional corporate environment selling Consumer Lending and Financial products while providing sound financial advice based on a full understanding of the needs of our customers. In addition, you'll work cooperatively with other channels throughout the organization as you sell or refer the full spectrum of banking products and services Huntington has to offer. We are looking for candidates with the natural ability to self-monitor, stay on task, execute and follow a structured regimen with little supervision. We encourage employee performance and reward outstanding talent with lucrative incentives. Those interested must be confident yet humble, driven yet teachable and have the ability to build good client and team relationships.DETAILED DESCRIPTION:As a Consumer Loan Originator, you would perform outbound phone sales to customers that have existing Huntington relationshipsFocuses on building and broadening existing customer relationships through sales and referrals of all Huntington products and servicesPlaces outbound calls through a variety of lead sources; discovers needs of customer; explains the features and benefits of financial products and services; recommends financial solutions to customer; originates Huntington products and servicesStrong focus on consumer lendingUtilizes multiple systems to makes sales referrals to additional channels of the bankAverages 60+ contact attempts daily through our leads management systemDemonstrates high energy, initiative and ability to consistently meet specific production goalsMaintains up to date knowledge of products, services, technology and regulationsInteracts closely with Retail and/or product partners to meet customer needsJob duties will include support of overall Phone Bank initiativesPartners on the strategic vision of the departmentREQUIRED QUALIFICATIONS:High School Diploma requiredMinimum 2 years Sales Experience requiredPREFERRED QUALIFICATIONS:Branch Personal Bankers highly preferred1 Year Home Lending experience -- sales, retail branch, or consumer loan origination highly preferredRelated financial product experience beneficialCollege or evidence of advanced education considered a plusOutbound call experience preferredMust possess excellent oral and written communicationComfortable with or enjoy outbound approachMust have a disciplined approach to time managementAbility to work autonomously, yet as a team when needed and be a fit for the cultureAbility to interact with all levels of the organizationOTHER RELEVANT INFORMATION:Monday - Thursday 9:00am -- 6:00pm, Friday 9:00am -- 3:00pm, OFF WEEKENDSFull Time -- Rarely work over 40 hours/weekApplication Process StepsAfter you fill out your application, you will be required to complete a two-part Online Assessment. This assessment is being conducted by Infor Talent Science and is comprised of both cognitive and behavioral components that improve the interview and selection process.When prompted, please register for the Assessment using your email address and a password of your choosing.Carefully follow the on-screen instructions, and read the FAQ's if you have questions.Please note: Your application is not complete until you have submitted your completed Assessment. EEO/AA Employer/Minority/Female/Disability/Veteran/Sexual Orientation/Gender Identity Tobacco-Free Hiring Practice: Visit Huntington's Career Web Site for more details. Huntington does not accept solicitation from Third Party Recruiters for any position.
"
